name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Chevrolet Enjoy 1.3 TCDi LS 8,2016,13.17115354,80000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,8
Tata Tiago 1.2 Revotron XZ,2018,13.12236338,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
Mahindra Scorpio S5 BSIV,2019,13.81551056,60000,Diesel,Individual,Manual,First Owner,16.36,2179,120,7
Maruti Alto 800 LXI Optional,2017,12.66349749,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Maruti Alto 800 VXI Optional,2018,12.76568843,50000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,13.76421726,14000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5
Maruti 800 AC,2005,10.71441777,55425,Petrol,Individual,Manual,Second Owner,16.1,796,37,4
Mahindra Bolero 2011-2019 SLX,2013,13.07107008,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Toyota Fortuner 2.8 4WD AT BSIV,2020,14.97866137,3000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7
Mahindra TUV 300 T8,2016,13.30468493,139000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
Volkswagen Vento 1.6 Highline,2014,12.97154049,100000,Petrol,Individual,Manual,First Owner,15.04,1598,103.2,5
Hyundai Creta 1.6 CRDi SX,2015,13.77988338,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
Maruti Ertiga ZDI,2013,13.45883561,37659,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7
Maruti Ritz VDi,2012,12.4292162,89000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5
Maruti Ertiga ZDI,2013,13.42984808,37500,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7
Tata Tiago 1.2 Revotron XTA,2018,13.12236338,5000,Petrol,Individual,Automatic,First Owner,23.84,1199,84,5
Hyundai Grand i10 1.2 Kappa Asta,2013,12.94800999,21000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Maruti Alto K10 LXI,2017,12.5776362,10000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
Maruti Swift Dzire VDI,2017,13.52782849,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Maruti Eeco 7 Seater Standard BSIV,2015,12.61153775,19800,Petrol,Individual,Manual,First Owner,15.37,1196,73,7
Maruti Ritz VDi,2011,12.4292162,90000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5
Maruti Wagon R LXI Minor,2007,11.51292546,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5
Maruti Wagon R LX BSIII,2007,11.51292546,80000,Petrol,Individual,Manual,Second Owner,17.3,1061,64,5
Maruti Ertiga VDI,2013,13.21767356,120000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7
Maruti Swift Dzire VDi,2012,12.73963776,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,13.30468493,50000,Diesel,Individual,Manual,First Owner,24,1186,73.97,5
Honda City i DTEC VX,2014,13.38472764,167000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5
Chevrolet Spark 1.0 PS,2008,11.23224549,80000,Petrol,Individual,Manual,First Owner,16,995,63,5
Hyundai i20 Sportz 1.2,2014,13.12236338,17000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Maruti Baleno Delta 1.2,2017,13.21767356,46000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
Maruti Swift VDI Optional,2015,13.07107008,60000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
Maruti Wagon R LX,2006,11.08214255,198000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
Hyundai Xcent 1.1 CRDi SX,2015,12.95984445,60000,Diesel,Individual,Manual,First Owner,24.4,1120,71,5
Toyota Corolla Altis Diesel D4DJ,2012,13.07526967,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364,87.2,5
Chevrolet Spark 1.0 LS,2011,11.91839057,40000,Petrol,Individual,Manual,Second Owner,18,995,62,5
Maruti Alto LXi,2011,12.32385568,90000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Maruti Alto LXi,2010,12.15477935,80000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Maruti Alto LX,2003,11.51292546,164000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5
Mahindra Bolero SLE BSIII,2011,12.89921983,70000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7
Honda CR-V 2.0L 2WD AT,2016,14.11561515,74000,Petrol,Dealer,Automatic,First Owner,13.7,1997,153.86,5
Mahindra Thar CRDe AC,2018,13.71015004,12000,Diesel,Dealer,Manual,First Owner,16.55,2498,105,6
Tata Hexa XE,2017,13.78505032,26500,Diesel,Dealer,Manual,First Owner,17.6,2179,147.94,7
Hyundai Grand i10 1.2 Kappa Magna AT,2016,13.07107008,45629,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,1197,81.86,5
Mahindra Bolero Power Plus SLE,2019,13.51440547,35000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
Mahindra KUV 100 G80 K2,2018,12.89921983,15000,Petrol,Individual,Manual,First Owner,18.15,1198,82,6
Maruti Wagon R LXI Optional,2018,12.97154049,14000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Mahindra XUV300 W8 Option BSIV,2019,13.93949654,20000,Petrol,Individual,Manual,First Owner,17,1197,110,5
Maruti Wagon R LXI BS IV,2017,12.77138645,68850,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5
Tata Tiago 1.2 Revotron XE,2016,12.44114082,45775,Petrol,Dealer,Manual,First Owner,23.84,1199,84,5
Chevrolet Spark 1.0 LT,2012,11.28978191,70000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5
Maruti Wagon R LXI,2015,12.65395847,68203,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
Hyundai Grand i10 SportZ Edition,2014,12.84792653,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5
Renault KWID RXL,2018,12.76568843,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Renault Duster 85PS Diesel RxE,2016,13.30468493,90000,Diesel,Individual,Manual,Second Owner,19.87,1461,83.8,5
Tata Manza Aqua Quadrajet,2011,11.38509209,97343,Diesel,Dealer,Manual,First Owner,18.8,1248,90,5
Maruti Omni 8 Seater BSII,2008,11.98292909,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,35,8
Hyundai i10 Sportz,2014,12.5776362,31000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Mahindra Scorpio S4 7 Seater,2014,13.38472764,70000,Diesel,Individual,Manual,First Owner,15.4,2179,120,7
Maruti Eeco CNG 5 Seater AC BSIV,2015,12.84792653,20000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5
Hyundai EON D Lite Plus,2014,12.10071213,62000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Maruti 800 AC,2008,11.22524339,29000,Petrol,Individual,Manual,First Owner,16.1,796,37,4
Tata Safari DICOR 2.2 LX 4x2,2012,11.7905572,82507,Diesel,Dealer,Manual,First Owner,13.93,2179,138.03,7
Chevrolet Beat LS,2010,11.60823564,60000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5
Maruti Alto K10 VXI,2018,12.87390202,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Hyundai i20 Asta 1.2,2015,13.21767356,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Maruti 800 AC BSIII,2008,11.15625052,59400,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37,4
Hyundai EON Era Plus,2013,12.52452638,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Maruti SX4 Vxi BSIII,2009,12.4292162,125876,Petrol,Individual,Manual,Second Owner,15,1586,104.68,5
Isuzu D-Max V-Cross 4X4,2017,14.03865411,56800,Diesel,Individual,Manual,First Owner,12.4,2499,134,5
Audi A4 2.0 TDI,2014,14.22097567,60000,Diesel,Individual,Automatic,First Owner,16.55,1968,147.51,5
Maruti Celerio VXI AT,2014,12.69158046,65204,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998,67.04,5
Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,13.9552725,2286,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998,118.35,5
Maruti Swift AMT ZXI,2018,13.39239051,15732,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
Mahindra Thar DI 4X4,2019,13.69897674,13000,Diesel,Dealer,Manual,First Owner,18.06,2523,63,7
Maruti Ignis 1.2 Zeta BSIV,2018,13.17115354,33000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5
Honda City 1.5 S MT,2017,13.42246797,49523,Petrol,Dealer,Manual,First Owner,17,1497,118,5
Maruti Vitara Brezza VDi,2018,13.5211395,48000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5
Maruti Vitara Brezza ZDi,2018,13.635187,17000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5
Maruti Vitara Brezza LDi Option,2018,13.49392693,36521,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5
Maruti Swift Dzire VXI 1.2 BS IV,2017,13.33747476,90000,Petrol,Individual,Manual,First Owner,22,1197,81.8,5
Maruti Zen Classic,1998,10.96819829,80000,Petrol,Individual,Manual,Third Owner,17.3,993,60,5
Renault KWID RXT,2017,12.76568843,35000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5
Tata Tigor 1.2 Revotron XT,2018,12.89921983,22000,Petrol,Individual,Manual,First Owner,20.3,1199,84,5
Maruti Wagon R VXI Optional,2017,12.89921983,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Toyota Fortuner 4x4 AT,2016,14.37512635,52000,Diesel,Dealer,Automatic,First Owner,12.55,2982,168.5,7
Hyundai Xcent 1.2 CRDi SX,2017,13.21767356,49000,Diesel,Dealer,Manual,First Owner,25.4,1186,73.97,5
Maruti Ciaz VDi Plus SHVS,2015,13.21767356,50000,Diesel,Dealer,Manual,Second Owner,28.09,1248,88.5,5
Maruti Swift VDI,2013,12.8346813,65000,Diesel,Dealer,Manual,First Owner,28.4,1248,74,5
Hyundai Xcent 1.1 CRDi Base,2015,12.87646284,55000,Diesel,Dealer,Manual,First Owner,24.4,1120,71,5
Mercedes-Benz B Class B200 CDI Sport,2015,14.53383804,35000,Diesel,Dealer,Automatic,Second Owner,19.7,2143,134.1,5
Tata Aria Pure LX 4x2,2014,13.17115354,78000,Diesel,Dealer,Manual,Second Owner,15.05,2179,147.9,7
Hyundai Verna CRDi SX,2007,12.26434155,58000,Diesel,Dealer,Manual,Second Owner,16.8,1493,110,5
Chevrolet Beat Diesel LT,2011,12.30591798,56000,Diesel,Dealer,Manual,Second Owner,25.44,936,57.6,5
Fiat Linea Emotion (Diesel),2010,12.4874851,61000,Diesel,Dealer,Manual,Second Owner,20.4,1248,91.7,5
Renault Scala Diesel RxL,2013,12.8967167,61000,Diesel,Dealer,Manual,Second Owner,21.64,1461,84.8,5
Hyundai Getz 1.5 CRDi GVS,2008,12.07254125,61000,Diesel,Dealer,Manual,Second Owner,17.1,1493,110,5
Skoda Rapid 1.6 TDI Elegance,2011,12.92634849,64481,Diesel,Dealer,Manual,Second Owner,20.5,1598,103.5,5
Volkswagen Vento Diesel Comfortline,2011,12.80765263,65000,Diesel,Dealer,Manual,Second Owner,20.54,1598,103.6,5
BMW 5 Series 520d Sport Line,2009,13.79019275,80000,Diesel,Dealer,Automatic,Second Owner,22.48,1995,187.74,5
Nissan Sunny XV D,2015,13.12036137,61000,Diesel,Dealer,Manual,Second Owner,22.71,1461,84.8,5
Mercedes-Benz M-Class ML 350 CDI,2014,14.76136009,70000,Diesel,Individual,Automatic,First Owner,11.74,2987,254.8,5
Chevrolet Spark 1.0,2009,11.88448902,30000,Petrol,Individual,Manual,First Owner,18,995,62,5
Tata Indica Vista Aqua TDI BSIII,2011,12.20607265,200000,Diesel,Individual,Manual,Second Owner,17,1405,71,5
Audi Q3 2.0 TDI Quattro Premium Plus,2014,13.99783211,230000,Diesel,Individual,Automatic,First Owner,15.73,1968,174.33,5
Hyundai EON 1.0 Magna Plus Option O,2016,12.54254488,100000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,13.01700286,95000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120,8
Honda City 2017-2020 EXi,2006,11.91839057,140000,Petrol,Individual,Manual,Third Owner,17.7,1497,78,5
Honda Mobilio S i VTEC,2017,13.30468493,70000,Petrol,Individual,Manual,First Owner,17.3,1497,117.3,7
Renault KWID RXT Optional,2016,12.52452638,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Tata Manza Aura Quadrajet,2010,11.60823564,88000,Diesel,Individual,Manual,First Owner,18.8,1248,90,5
Mahindra XUV500 W8 4WD,2012,13.12236338,200000,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179,140,7
Mahindra XUV500 W8 4WD,2012,13.45883561,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
BMW 3 Series 320d Corporate Edition,2012,13.71015004,155000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181,4
Maruti Wagon R VXI,2005,11.91839057,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
Nissan Sunny XV,2013,12.52452638,80000,Petrol,Individual,Manual,Third Owner,16.95,1498,97.7,5
Maruti Swift VDI,2014,13.0280527,40000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5
Hyundai Creta 1.6 CRDi SX Plus,2015,13.71015004,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
Maruti Swift VDI BSIV,2014,13.0280527,40000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
Honda City i DTec SV,2017,13.38472764,47000,Diesel,Individual,Manual,Second Owner,26,1498,98.6,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,13.21949009,20000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,13.38472764,49060,Diesel,Individual,Manual,First Owner,22,1498,108.495,5
Hyundai i20 Asta 1.2,2015,13.30468493,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Maruti Alto 800 LXI,2013,12.36734079,18000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Ford Ecosport 1.5 DV5 MT Trend,2018,13.59236701,37161,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5
Hyundai Creta 1.6 CRDi SX Option,2016,13.86430072,80000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
Tata Nano LX SE,2012,10.71441777,28000,Petrol,Individual,Manual,Second Owner,25.4,624,37.5,4
Hyundai Verna 1.6 SX VTVT AT,2013,13.01700286,100000,Petrol,Individual,Automatic,Second Owner,15.74,1591,121.3,5
Volkswagen Polo 1.5 TDI Highline,2014,12.87646284,120000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5
Chevrolet Enjoy TCDi LT 7 Seater,2013,12.84792653,70000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.8,7
Maruti Wagon R LXI Minor,2010,12.04355372,90000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5
Hyundai Verna VTVT 1.6 AT SX Option,2017,13.80546022,20000,Petrol,Individual,Automatic,First Owner,17,1591,121.3,5
Maruti Swift Dzire VDI,2012,12.82125828,68000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
Chevrolet Sail Hatchback 1.2 LS,2014,12.61153775,60175,Petrol,Individual,Manual,First Owner,18.2,1199,82.5,5
Hyundai EON Era,2012,12.4292162,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Ford Figo Aspire 1.5 TDCi Titanium,2017,13.45883561,49957,Diesel,Dealer,Manual,First Owner,25.83,1498,99,5
Ford Figo 1.5 Sports Edition MT,2017,13.30468493,43235,Diesel,Dealer,Manual,First Owner,24.29,1498,99,5
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,13.73754902,50699,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5
Hyundai i20 Active 1.4 SX,2016,13.45883561,111000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5
Maruti Baleno RS 1.0 Petrol,2018,13.45883561,48000,Petrol,Individual,Manual,Second Owner,21.1,998,100.5,5
Maruti Swift Vdi BSIII,2007,12.1281111,90000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75,5
Tata Sumo Gold EX,2015,12.98309901,80000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,7
Ford Figo 1.2P Titanium MT,2017,12.89921983,100000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
Ford Figo Diesel Titanium,2011,12.10071213,90000,Diesel,Individual,Manual,Third Owner,20,1399,68,5
Maruti Swift Dzire VDI,2015,13.30468493,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Toyota Etios Liva GD,2014,12.67607627,90000,Diesel,Individual,Manual,Third Owner,23.59,1364,67.06,5
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,14.3402385,120000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8
Volkswagen Vento Petrol Highline AT,2011,12.4292162,140000,Petrol,Individual,Automatic,Second Owner,14.4,1598,103.6,5
Tata Tigor 2017-2020 XZ Plus,2019,13.38472764,20000,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,5
Toyota Corolla Altis 1.8 J,2009,12.7367009,82000,Petrol,Individual,Manual,Second Owner,14.53,1798,138,5
Ambassador Grand 2000 DSZ PW CL,2008,12.20607265,80000,Diesel,Individual,Manual,Third Owner,13.5,1995,52,5
Maruti Vitara Brezza ZDi Plus,2017,13.67624734,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Maruti Ertiga SHVS ZDI Plus,2017,13.58609739,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
Maruti Vitara Brezza ZDi Plus,2017,13.67624734,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Maruti Ritz LDi,2010,12.20607265,70000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5
Hyundai Verna 1.6 CRDi SX,2017,13.59236701,45500,Diesel,Individual,Manual,Second Owner,23.9,1582,126.2,5
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,13.91082074,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8
Maruti Alto LXi,2008,11.65267871,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti Ertiga VDI,2013,13.12236338,92000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7
Maruti Swift VDI BSIV,2014,13.45883561,141000,Diesel,Individual,Manual,Fourth & Above Owner,25.2,1248,74,5
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,14.23158585,120000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7
Datsun RediGO T Option,2016,12.20607265,35000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5
Honda Amaze VX i-VTEC,2015,13.01700286,50000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5
Tata Nexon 1.5 Revotorq XM,2018,13.65299163,9500,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5
Maruti Eeco 7 Seater Standard BSIV,2019,12.79107767,5500,Petrol,Individual,Manual,First Owner,15.37,1196,73,7
Renault KWID RXT,2017,12.67607627,28000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Tata Indica GLS BS IV,2009,11.60823564,113000,Petrol,Individual,Manual,First Owner,15.3,1193,65.3,5
Maruti Eeco 5 STR With AC Plus HTR CNG,2011,12.25008953,1,CNG,Individual,Manual,Fourth & Above Owner,15.1,1196,73,5
Tata Manza Aura (ABS) Safire,2010,12.03765399,100000,Petrol,Individual,Manual,Second Owner,15,1368,90,5
Hyundai Grand i10 CRDi Magna,2014,12.89921983,50074,Diesel,Individual,Manual,First Owner,24,1120,70,5
Hyundai i20 Asta 1.4 CRDi,2014,13.30468493,100000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,5
Maruti Eeco 7 Seater Standard BSIV,2017,12.76568843,35000,Petrol,Individual,Manual,First Owner,15.37,1196,73,7
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,13.80546022,60000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5
Mercedes-Benz E-Class E250 CDI Elegance,2011,14.28551419,70000,Diesel,Individual,Automatic,First Owner,14.21,2143,203,5
Tata Hexa XT,2017,14.15198279,70000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
Maruti Baleno Zeta Automatic,2017,13.5211395,10000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
Skoda Kodiaq 2.0 TDI Style,2018,14.84512998,40000,Diesel,Individual,Automatic,First Owner,16.25,1968,148,7
Maruti Swift LDI SP Limited Edition,2015,13.12236338,35000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
Maruti Wagon R VXI AMT Opt 1.2,2019,13.19932442,5000,Petrol,Individual,Automatic,First Owner,20.52,1197,81.8,5
Toyota Innova Crysta 2.4 VX MT BSIV,2016,14.4306962,33000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7
Tata Bolt Quadrajet XE,2017,13.30468493,27000,Diesel,Individual,Manual,First Owner,22.95,1248,74,5
Ford Freestyle Titanium Petrol BSIV,2018,13.44444688,25000,Petrol,Individual,Manual,First Owner,19,1194,94.68,5
Maruti Swift VDI BSIV,2016,13.3534751,30154,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
Hyundai Xcent 1.2 VTVT SX Option,2018,13.36922346,20000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5
Volvo S90 D4 Inscription BSIV,2019,15.52025865,17000,Diesel,Individual,Automatic,First Owner,18,1969,190,5
Ford Endeavour 2.2 Titanium AT 4X2,2016,14.5574479,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198,158,7
Maruti Swift VXI Deca,2016,13.12236338,100000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Maruti Alto 800 LXI,2017,12.64432758,54000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Mahindra TUV 300 T6 Plus,2015,13.30468493,80000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
Maruti 800 AC,1999,10.59663473,100000,Petrol,Individual,Manual,Third Owner,16.1,796,37,4
Hyundai Xcent 1.2 CRDi S,2018,13.33747476,70000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5
Maruti Baleno Zeta 1.3,2018,13.54107371,50000,Diesel,Individual,Manual,First Owner,27.39,1248,74,5
Hyundai Verna CRDi 1.6 SX Option,2018,13.99783211,40000,Diesel,Individual,Manual,First Owner,22,1582,126.2,5
Hyundai i10 Sportz Option,2012,12.61153775,45000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Tata Tiago 1.2 Revotron XZ Plus Dual Tone,2019,13.12236338,5000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
Chevrolet Beat LT,2012,11.69524702,70000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5
Hyundai EON D Lite Plus,2017,12.76568843,26263,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Mahindra KUV 100 mFALCON G80 K4 Plus 5str,2016,12.76568843,100000,Petrol,Individual,Manual,Second Owner,18.15,1198,82,5
Hyundai Verna SX Diesel,2013,13.21767356,80000,Diesel,Dealer,Manual,First Owner,25,1493,113.42,5
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2016,13.42246797,108000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,14.15198279,170000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
